Date,Close,High,Low,Open,Volume,symbol
,CHALET.NS,CHALET.NS,CHALET.NS,CHALET.NS,CHALET.NS,
2020-12-14,194.9499969482422,209.0,190.1999969482422,195.75,2332021,CHALET.NS
2020-12-21,183.5500030517578,196.0,166.1999969482422,195.64999389648438,2638026,CHALET.NS
2020-12-28,187.75,191.9499969482422,178.14999389648438,186.35000610351562,1346489,CHALET.NS
2021-01-04,182.89999389648438,194.8000030517578,170.35000610351562,190.8000030517578,1250075,CHALET.NS
2021-01-11,178.39999389648438,185.85000610351562,178.0,185.8000030517578,885356,CHALET.NS
2021-01-18,167.85000610351562,178.39999389648438,167.0,177.25,843902,CHALET.NS
2021-01-25,171.39999389648438,175.5500030517578,161.3000030517578,168.0500030517578,677506,CHALET.NS
2021-02-01,179.35000610351562,181.9499969482422,169.39999389648438,173.6999969482422,958494,CHALET.NS
2021-02-08,175.25,181.1999969482422,167.75,180.9499969482422,963837,CHALET.NS
2021-02-15,172.9499969482422,180.6999969482422,171.5,180.6999969482422,526574,CHALET.NS
2021-02-22,166.0500030517578,182.10000610351562,162.60000610351562,171.75,3189070,CHALET.NS
2021-03-01,175.89999389648438,186.89999389648438,166.0,166.39999389648438,2179842,CHALET.NS
2021-03-08,171.89999389648438,185.85000610351562,170.5,176.89999389648438,1242193,CHALET.NS
2021-03-15,158.64999389648438,174.89999389648438,152.6999969482422,172.8000030517578,952152,CHALET.NS
2021-03-22,152.3000030517578,161.1999969482422,151.0,157.25,689553,CHALET.NS
2021-03-29,152.6999969482422,155.0,145.6999969482422,152.3000030517578,1027458,CHALET.NS
2021-04-05,148.0,152.75,146.10000610351562,152.6999969482422,837073,CHALET.NS
2021-04-12,134.39999389648438,144.8000030517578,133.0,143.35000610351562,880678,CHALET.NS
2021-04-19,144.3000030517578,151.89999389648438,122.6500015258789,129.6999969482422,1178759,CHALET.NS
2021-04-26,143.1999969482422,149.89999389648438,139.8000030517578,144.3000030517578,648658,CHALET.NS
2021-05-03,144.10000610351562,145.89999389648438,139.0500030517578,143.1999969482422,388781,CHALET.NS
2021-05-10,147.5,151.5,144.0,144.10000610351562,651710,CHALET.NS
2021-05-17,156.35000610351562,163.6999969482422,146.5,149.5,1900273,CHALET.NS
2021-05-24,178.4499969482422,180.5,158.39999389648438,159.0,3034860,CHALET.NS
2021-05-31,191.5500030517578,195.5,171.10000610351562,179.6999969482422,4781555,CHALET.NS
2021-06-07,182.25,196.0,175.0,192.9499969482422,1759680,CHALET.NS
2021-06-14,179.14999389648438,188.75,173.25,182.39999389648438,915212,CHALET.NS
2021-06-21,181.0,184.0,172.8000030517578,172.8000030517578,1233185,CHALET.NS
2021-06-28,178.5,183.5500030517578,174.39999389648438,182.0,515977,CHALET.NS
2021-07-05,185.3000030517578,199.0,179.14999389648438,180.60000610351562,5512067,CHALET.NS
2021-07-12,182.39999389648438,194.85000610351562,180.5500030517578,187.39999389648438,1801253,CHALET.NS
2021-07-19,171.0,180.8000030517578,170.1999969482422,180.8000030517578,1086777,CHALET.NS
2021-07-26,177.0500030517578,185.8000030517578,170.5,171.10000610351562,1670102,CHALET.NS
2021-08-02,168.25,180.5,166.39999389648438,180.5,616995,CHALET.NS
2021-08-09,171.25,177.89999389648438,159.0500030517578,168.64999389648438,1435566,CHALET.NS
2021-08-16,165.5500030517578,173.8000030517578,165.0,170.0,365006,CHALET.NS
2021-08-23,163.75,168.4499969482422,160.0,166.1999969482422,479020,CHALET.NS
2021-08-30,178.5500030517578,179.75,163.64999389648438,163.64999389648438,1421175,CHALET.NS
2021-09-06,186.10000610351562,192.85000610351562,172.85000610351562,179.5,4682789,CHALET.NS
2021-09-13,180.10000610351562,190.64999389648438,178.3000030517578,186.5,1520563,CHALET.NS
2021-09-20,216.5500030517578,218.85000610351562,177.89999389648438,178.0,12099884,CHALET.NS
2021-09-27,229.8000030517578,255.60000610351562,218.10000610351562,223.0,14007432,CHALET.NS
2021-10-04,240.6999969482422,260.70001220703125,223.5500030517578,231.39999389648438,4409213,CHALET.NS
2021-10-11,253.9499969482422,256.3999938964844,240.75,241.75,2310586,CHALET.NS
2021-10-18,237.60000610351562,269.5,231.6999969482422,259.79998779296875,2283053,CHALET.NS
2021-10-25,235.9499969482422,246.1999969482422,226.35000610351562,239.35000610351562,1283362,CHALET.NS
2021-11-01,247.10000610351562,258.0,236.5500030517578,238.8000030517578,1163403,CHALET.NS
2021-11-08,278.8500061035156,287.0,249.25,254.0,5318525,CHALET.NS
2021-11-15,267.54998779296875,290.0,262.25,285.0,2057177,CHALET.NS
2021-11-22,244.0,292.79998779296875,239.1999969482422,272.8999938964844,3956312,CHALET.NS
2021-11-29,230.85000610351562,250.0,220.0,232.0500030517578,4753390,CHALET.NS
2021-12-06,238.64999389648438,242.75,225.0,231.14999389648438,1518966,CHALET.NS
2021-12-13,230.35000610351562,247.0,219.5,238.0,932368,CHALET.NS
2021-12-20,218.0500030517578,230.0,214.0,223.0,1041146,CHALET.NS
2021-12-27,215.8000030517578,224.39999389648438,211.0500030517578,217.85000610351562,497178,CHALET.NS
2022-01-03,222.75,225.75,212.8000030517578,214.4499969482422,837150,CHALET.NS
2022-01-10,241.0500030517578,245.89999389648438,221.89999389648438,224.10000610351562,1202788,CHALET.NS
2022-01-17,239.14999389648438,244.6999969482422,231.0,241.0500030517578,583355,CHALET.NS
2022-01-24,235.39999389648438,245.6999969482422,223.5500030517578,241.0500030517578,588618,CHALET.NS
2022-01-31,260.29998779296875,266.0,235.25,235.25,4516896,CHALET.NS
2022-02-07,256.1499938964844,275.0,251.0,262.0,1541824,CHALET.NS
2022-02-14,251.85000610351562,256.20001220703125,232.0,248.60000610351562,1220663,CHALET.NS
2022-02-21,261.20001220703125,302.0,242.0,250.0,12784999,CHALET.NS
2022-02-28,263.54998779296875,287.95001220703125,247.5500030517578,255.5500030517578,7175746,CHALET.NS
2022-03-07,265.70001220703125,279.0,252.5500030517578,254.89999389648438,2477379,CHALET.NS
2022-03-14,267.6000061035156,282.6000061035156,264.3999938964844,268.3999938964844,1593803,CHALET.NS
2022-03-21,298.45001220703125,316.79998779296875,266.29998779296875,270.0,9133641,CHALET.NS
2022-03-28,306.8999938964844,321.95001220703125,295.54998779296875,300.1499938964844,3900470,CHALET.NS
2022-04-04,310.0,332.70001220703125,303.0,309.8500061035156,3087303,CHALET.NS
2022-04-11,308.45001220703125,315.0,296.0,311.29998779296875,835097,CHALET.NS
2022-04-18,285.8500061035156,307.95001220703125,278.0,307.95001220703125,1213326,CHALET.NS
2022-04-25,298.75,302.8999938964844,275.0,285.0,917917,CHALET.NS
2022-05-02,287.54998779296875,310.0,279.25,297.8999938964844,1584386,CHALET.NS
2022-05-09,289.04998779296875,298.95001220703125,275.29998779296875,284.3999938964844,1422615,CHALET.NS
2022-05-16,302.29998779296875,315.0,285.0,291.95001220703125,1295057,CHALET.NS
2022-05-23,292.95001220703125,311.3500061035156,283.3500061035156,303.8999938964844,745302,CHALET.NS
2022-05-30,296.75,323.6499938964844,292.75,293.75,2434039,CHALET.NS
2022-06-06,297.25,304.8999938964844,282.0,295.0,770582,CHALET.NS
2022-06-13,288.20001220703125,302.5,282.1000061035156,293.70001220703125,654469,CHALET.NS
2022-06-20,305.04998779296875,307.0,276.70001220703125,287.5,679102,CHALET.NS
2022-06-27,327.6499938964844,331.79998779296875,301.04998779296875,307.1000061035156,2317302,CHALET.NS
2022-07-04,325.75,345.0,321.5,330.0,2399584,CHALET.NS
2022-07-11,314.04998779296875,343.95001220703125,306.70001220703125,323.8999938964844,1493118,CHALET.NS
2022-07-18,324.75,328.0,311.1499938964844,316.0,701478,CHALET.NS
2022-07-25,317.8500061035156,337.70001220703125,310.8500061035156,333.0,1541217,CHALET.NS
2022-08-01,325.3999938964844,328.8999938964844,308.04998779296875,317.0,1515940,CHALET.NS
2022-08-08,335.3500061035156,340.5,317.25,326.95001220703125,941256,CHALET.NS
2022-08-15,336.95001220703125,361.0,335.3500061035156,335.3500061035156,1686098,CHALET.NS
2022-08-22,326.54998779296875,342.0,324.25,335.6000061035156,624700,CHALET.NS
2022-08-29,332.1000061035156,343.6499938964844,319.0,321.25,896005,CHALET.NS
2022-09-05,335.25,344.0,323.3999938964844,342.0,1562101,CHALET.NS
2022-09-12,334.8500061035156,357.0,326.6000061035156,336.5,1519584,CHALET.NS
2022-09-19,340.20001220703125,363.0,329.0,336.5,1640837,CHALET.NS
2022-09-26,353.3500061035156,357.0,320.20001220703125,339.0,1077629,CHALET.NS
2022-10-03,382.8999938964844,387.0,350.1000061035156,353.25,2264067,CHALET.NS
2022-10-10,386.8500061035156,401.5,375.75,379.3999938964844,1489075,CHALET.NS
2022-10-17,386.6000061035156,410.0,374.1000061035156,383.5,1118471,CHALET.NS
2022-10-24,362.70001220703125,389.0,349.79998779296875,386.0,854906,CHALET.NS
2022-10-31,368.6000061035156,377.0,352.54998779296875,361.0,769191,CHALET.NS
2022-11-07,360.1499938964844,404.95001220703125,357.0,403.0,640591,CHALET.NS
2022-11-14,318.8500061035156,368.8500061035156,303.95001220703125,358.0,1307508,CHALET.NS
2022-11-21,362.1000061035156,368.0,319.04998779296875,319.04998779296875,1322447,CHALET.NS
2022-11-28,368.04998779296875,376.29998779296875,348.8500061035156,359.0,790628,CHALET.NS
2022-12-05,360.29998779296875,373.0,357.3500061035156,369.6000061035156,352494,CHALET.NS
2022-12-12,354.54998779296875,365.75,352.04998779296875,359.6000061035156,239180,CHALET.NS
2022-12-19,318.54998779296875,360.0,313.29998779296875,356.95001220703125,602037,CHALET.NS
2022-12-26,347.54998779296875,352.0,316.54998779296875,322.0,834114,CHALET.NS
2023-01-02,334.04998779296875,360.0,327.0,349.5,367582,CHALET.NS
2023-01-09,337.1000061035156,348.1499938964844,333.79998779296875,335.8500061035156,346891,CHALET.NS
2023-01-16,340.1499938964844,342.45001220703125,331.5,337.95001220703125,301137,CHALET.NS
2023-01-23,350.70001220703125,366.8999938964844,340.0,340.3500061035156,4020825,CHALET.NS
2023-01-30,361.75,368.5,345.45001220703125,349.0,719084,CHALET.NS
2023-02-06,360.20001220703125,374.8999938964844,357.29998779296875,361.8500061035156,516620,CHALET.NS
2023-02-13,362.75,375.45001220703125,356.20001220703125,360.0,926827,CHALET.NS
2023-02-20,363.20001220703125,387.54998779296875,360.6000061035156,365.0,1097461,CHALET.NS
2023-02-27,360.79998779296875,378.95001220703125,349.0,362.0,487175,CHALET.NS
2023-03-06,376.1499938964844,379.8999938964844,361.04998779296875,365.0,418271,CHALET.NS
2023-03-13,366.29998779296875,382.0,360.6499938964844,377.8999938964844,969247,CHALET.NS
2023-03-20,361.1499938964844,375.0,357.04998779296875,364.8999938964844,390924,CHALET.NS
2023-03-27,363.1499938964844,369.5,357.0,365.0,504008,CHALET.NS
2023-04-03,362.3500061035156,367.3500061035156,360.1499938964844,363.1499938964844,140744,CHALET.NS
2023-04-10,361.1499938964844,366.8999938964844,356.1000061035156,362.8999938964844,351047,CHALET.NS
2023-04-17,372.20001220703125,383.0,358.3500061035156,360.8999938964844,2765673,CHALET.NS
2023-04-24,384.1000061035156,385.0,370.04998779296875,373.79998779296875,1123147,CHALET.NS
2023-05-01,377.95001220703125,395.0,376.04998779296875,384.1000061035156,731265,CHALET.NS
2023-05-08,417.45001220703125,426.1499938964844,378.1000061035156,379.95001220703125,4085470,CHALET.NS
2023-05-15,429.79998779296875,438.0,412.6499938964844,418.29998779296875,1785599,CHALET.NS
2023-05-22,430.6499938964844,450.0,417.0,429.6000061035156,2086127,CHALET.NS
2023-05-29,436.0,441.20001220703125,421.0,433.6499938964844,839234,CHALET.NS
2023-06-05,433.1499938964844,446.6499938964844,430.3999938964844,437.0,540317,CHALET.NS
2023-06-12,427.8999938964844,436.8500061035156,419.04998779296875,431.0,422506,CHALET.NS
2023-06-19,407.3500061035156,432.95001220703125,401.54998779296875,429.54998779296875,793366,CHALET.NS
2023-06-26,429.1000061035156,437.6000061035156,407.3999938964844,411.95001220703125,1096965,CHALET.NS
2023-07-03,449.8500061035156,452.5,430.5,433.0,909768,CHALET.NS
2023-07-10,452.29998779296875,463.0,442.20001220703125,452.0,2324365,CHALET.NS
2023-07-17,458.79998779296875,470.29998779296875,446.29998779296875,452.25,887197,CHALET.NS
2023-07-24,475.1000061035156,497.0,451.1000061035156,462.95001220703125,928821,CHALET.NS
2023-07-31,486.8999938964844,495.0,467.79998779296875,495.0,1058449,CHALET.NS
2023-08-07,492.20001220703125,511.0,472.04998779296875,489.5,1392051,CHALET.NS
2023-08-14,490.45001220703125,499.79998779296875,477.0,492.0,940831,CHALET.NS
2023-08-21,522.5499877929688,535.0,491.04998779296875,492.0,1425005,CHALET.NS
2023-08-28,540.75,555.0,506.8999938964844,524.4000244140625,826796,CHALET.NS
2023-09-04,565.2999877929688,568.0,526.4000244140625,552.0,1173877,CHALET.NS
2023-09-11,559.9500122070312,581.1500244140625,557.0,567.0,712767,CHALET.NS
2023-09-18,549.25,572.0,537.0499877929688,561.9500122070312,522539,CHALET.NS
2023-09-25,557.4500122070312,564.5499877929688,541.2000122070312,550.0,934215,CHALET.NS
2023-10-02,609.0499877929688,621.0,557.0499877929688,557.4500122070312,2274421,CHALET.NS
2023-10-09,595.5499877929688,620.0,585.0,599.0,807855,CHALET.NS
2023-10-16,582.1500244140625,607.0,573.8499755859375,597.5499877929688,364661,CHALET.NS
2023-10-23,562.5,587.9000244140625,535.0999755859375,584.3499755859375,923428,CHALET.NS
2023-10-30,581.0999755859375,584.7999877929688,536.8499755859375,561.7000122070312,1156740,CHALET.NS
2023-11-06,584.2999877929688,594.4000244140625,571.7000122070312,585.75,548899,CHALET.NS
2023-11-13,586.75,607.9000244140625,580.3499755859375,584.2999877929688,592273,CHALET.NS
2023-11-20,587.9000244140625,612.0,578.0,586.75,436466,CHALET.NS
2023-11-27,584.5999755859375,598.5,575.0999755859375,587.9000244140625,684934,CHALET.NS
2023-12-04,583.0,598.7999877929688,561.0499877929688,588.0999755859375,1284061,CHALET.NS
2023-12-11,677.25,686.7000122070312,577.0,583.0,6358904,CHALET.NS
2023-12-18,653.25,677.8499755859375,628.5499877929688,670.0,1175661,CHALET.NS
2023-12-25,696.4500122070312,718.2000122070312,644.6500244140625,653.25,2409383,CHALET.NS
2024-01-01,685.0499877929688,700.9000244140625,671.2999877929688,699.0,792701,CHALET.NS
2024-01-08,749.0999755859375,769.0,677.1500244140625,690.0,2655276,CHALET.NS
2024-01-15,717.2000122070312,759.25,710.0,755.0,988525,CHALET.NS
2024-01-22,761.9000244140625,794.8499755859375,717.2000122070312,717.2000122070312,1747622,CHALET.NS
2024-01-29,786.5999755859375,793.2999877929688,725.0499877929688,765.0,1519878,CHALET.NS
2024-02-05,819.1500244140625,839.0,778.0,794.6500244140625,1621444,CHALET.NS
2024-02-12,858.3499755859375,873.7000122070312,798.0,819.0,1409253,CHALET.NS
2024-02-19,862.7999877929688,891.75,815.0999755859375,864.9000244140625,1788133,CHALET.NS
2024-02-26,797.6500244140625,875.0499877929688,790.0,867.3499755859375,1467669,CHALET.NS
2024-03-04,753.5,834.9500122070312,750.5999755859375,826.5999755859375,803691,CHALET.NS
2024-03-11,735.25,766.5499877929688,681.0499877929688,756.7999877929688,4031091,CHALET.NS
2024-03-18,819.0999755859375,832.2000122070312,725.0499877929688,737.3499755859375,3379390,CHALET.NS
2024-03-25,883.2999877929688,958.0,806.9000244140625,819.0999755859375,5179376,CHALET.NS
2024-04-01,850.9000244140625,917.1500244140625,843.0,900.75,1566354,CHALET.NS
2024-04-08,875.75,884.5,842.5499877929688,855.5,474313,CHALET.NS
2024-04-15,879.6500244140625,887.7000122070312,813.0,856.0,1189931,CHALET.NS
2024-04-22,883.7999877929688,930.3499755859375,865.0,886.5,805213,CHALET.NS
2024-04-29,868.0999755859375,892.75,851.0,886.7999877929688,350141,CHALET.NS
2024-05-06,832.1500244140625,918.0499877929688,800.0499877929688,873.75,1550765,CHALET.NS
2024-05-13,798.4500122070312,851.4500122070312,741.0499877929688,833.8499755859375,3203365,CHALET.NS
2024-05-20,770.9000244140625,799.0,759.0499877929688,785.1500244140625,571168,CHALET.NS
2024-05-27,784.4000244140625,799.0,754.0,770.9000244140625,1276062,CHALET.NS
2024-06-03,821.3499755859375,827.0,670.0,818.0,1061677,CHALET.NS
2024-06-10,826.4000244140625,864.7999877929688,810.0,832.0,926048,CHALET.NS
2024-06-17,835.3499755859375,854.5999755859375,796.8499755859375,826.4000244140625,966497,CHALET.NS
2024-06-24,803.3499755859375,870.0,800.0999755859375,848.7999877929688,469296,CHALET.NS
2024-07-01,849.75,909.9000244140625,803.25,804.4500122070312,1687735,CHALET.NS
2024-07-08,822.2000122070312,870.0,820.5499877929688,861.1500244140625,365261,CHALET.NS
2024-07-15,765.4500122070312,832.7999877929688,754.0499877929688,824.25,990010,CHALET.NS
2024-07-22,835.1500244140625,865.3499755859375,753.6500244140625,765.0,1334071,CHALET.NS
2024-07-29,822.7000122070312,869.4000244140625,815.4000244140625,840.5,700437,CHALET.NS
2024-08-05,786.0,819.5,775.0999755859375,801.0,291960,CHALET.NS
2024-08-12,780.3499755859375,798.8499755859375,761.0,787.0999755859375,214396,CHALET.NS
2024-08-19,796.8499755859375,820.0,763.2000122070312,820.0,490641,CHALET.NS
2024-08-26,835.1500244140625,845.0,794.0499877929688,800.0499877929688,933247,CHALET.NS
2024-09-02,885.4000244140625,924.0,830.0,856.0,2497757,CHALET.NS
2024-09-09,888.0,917.7000122070312,872.0,886.75,1030266,CHALET.NS
2024-09-16,887.0499877929688,919.0,845.7999877929688,888.0,567820,CHALET.NS
2024-09-23,890.3499755859375,937.0,863.0499877929688,892.9500122070312,1539102,CHALET.NS
2024-09-30,862.0999755859375,901.0,851.3499755859375,892.0,622501,CHALET.NS
2024-10-07,890.0,913.0,815.1500244140625,860.0499877929688,717110,CHALET.NS
2024-10-14,873.25,909.0,839.9500122070312,890.0,528409,CHALET.NS
2024-10-21,844.6500244140625,898.0,803.4000244140625,873.5499877929688,3310770,CHALET.NS
2024-10-28,895.4000244140625,909.7000122070312,820.0,845.2000122070312,1488205,CHALET.NS
2024-11-04,892.0499877929688,908.0,848.0999755859375,895.4000244140625,670386,CHALET.NS
2024-11-11,844.1500244140625,947.0,810.7999877929688,892.0499877929688,1247243,CHALET.NS
2024-11-18,842.0999755859375,858.0,831.0499877929688,841.4000244140625,335864,CHALET.NS
2024-11-25,890.0999755859375,927.0,847.3499755859375,847.3499755859375,3027647,CHALET.NS
2024-12-02,898.0,919.0,877.0,890.0,1896059,CHALET.NS
2024-12-09,1007.5499877929688,1052.449951171875,890.6500244140625,898.0,13431518,CHALET.NS
2024-12-16,976.7000122070312,1044.9000244140625,968.1500244140625,1007.5499877929688,3143737,CHALET.NS
2024-12-23,989.0999755859375,1020.0,926.0,980.0,3118170,CHALET.NS
