Date,Close,High,Low,Open,Volume,symbol
,SWSOLAR.NS,SWSOLAR.NS,SWSOLAR.NS,SWSOLAR.NS,SWSOLAR.NS,
2019-12-30,309.2034606933594,330.47580758738314,294.69738516261367,296.2063951764932,2188595,SWSOLAR.NS
2020-01-06,298.05615234375,313.5357900950335,293.04231142922447,309.2034548123257,1454736,SWSOLAR.NS
2020-01-13,303.4594421386719,315.43424896507526,293.0423115385421,300.3440302645855,625552,SWSOLAR.NS
2020-01-20,290.1216125488281,306.67217433852636,287.249591412779,303.84884915184915,524233,SWSOLAR.NS
2020-01-27,278.0981140136719,304.6276913593615,274.54461693521034,290.1216164776336,464160,SWSOLAR.NS
2020-02-03,302.24249267578125,316.35914905032257,267.7296898619911,279.41243996505983,956243,SWSOLAR.NS
2020-02-10,267.4862976074219,319.27983463354906,265.7825632277568,305.26051082654607,727831,SWSOLAR.NS
2020-02-17,220.9499969482422,269.8228293856246,218.0779906672283,266.75611358402034,1044432,SWSOLAR.NS
2020-02-24,162.00079345703125,214.96260217384187,160.6378119042401,214.18374920565347,3190010,SWSOLAR.NS
2020-03-02,143.25,177.0,138.75,175.9499969482422,1022968,SWSOLAR.NS
2020-03-09,116.75,142.0,116.75,139.0,285949,SWSOLAR.NS
2020-03-16,99.6500015258789,120.8499984741211,98.8499984741211,110.94999694824219,1020502,SWSOLAR.NS
2020-03-23,77.19999694824219,94.94999694824219,77.19999694824219,94.69999694824219,260440,SWSOLAR.NS
2020-03-30,84.0,84.0,69.69999694824219,73.3499984741211,5149856,SWSOLAR.NS
2020-04-06,97.19999694824219,97.19999694824219,84.0,84.0,2086916,SWSOLAR.NS
2020-04-13,118.0999984741211,118.0999984741211,97.30000305175781,102.0,1098908,SWSOLAR.NS
2020-04-20,150.64999389648438,150.64999389648438,117.80000305175781,124.0,2849903,SWSOLAR.NS
2020-04-27,165.64999389648438,183.0500030517578,155.0,158.14999389648438,1601871,SWSOLAR.NS
2020-05-04,128.25,157.39999389648438,128.25,157.39999389648438,2397677,SWSOLAR.NS
2020-05-11,117.3499984741211,132.39999389648438,106.5,132.39999389648438,1944979,SWSOLAR.NS
2020-05-18,147.89999389648438,149.64999389648438,123.19999694824219,123.19999694824219,2025578,SWSOLAR.NS
2020-05-25,144.3000030517578,155.89999389648438,142.5500030517578,147.89999389648438,1534688,SWSOLAR.NS
2020-06-01,155.75,163.0,141.4499969482422,141.4499969482422,1724884,SWSOLAR.NS
2020-06-08,159.5,165.60000610351562,151.5500030517578,162.0,1845903,SWSOLAR.NS
2020-06-15,159.89999389648438,166.4499969482422,155.0,161.8000030517578,1906898,SWSOLAR.NS
2020-06-22,199.25,199.25,161.10000610351562,162.8000030517578,2834604,SWSOLAR.NS
2020-06-29,222.60000610351562,240.0,209.1999969482422,209.1999969482422,3270692,SWSOLAR.NS
2020-07-06,232.5500030517578,257.6000061035156,219.0,227.39999389648438,1755821,SWSOLAR.NS
2020-07-13,244.9499969482422,250.9499969482422,214.10000610351562,220.9499969482422,2436418,SWSOLAR.NS
2020-07-20,224.60000610351562,250.0500030517578,222.0,249.6999969482422,727709,SWSOLAR.NS
2020-07-27,223.75,244.60000610351562,218.5500030517578,230.0,877533,SWSOLAR.NS
2020-08-03,236.10000610351562,247.25,215.0,223.5,1688115,SWSOLAR.NS
2020-08-10,250.0500030517578,268.20001220703125,237.35000610351562,237.35000610351562,1919174,SWSOLAR.NS
2020-08-17,277.3999938964844,286.5,244.9499969482422,253.39999389648438,1896931,SWSOLAR.NS
2020-08-24,267.8999938964844,289.0,259.3500061035156,283.0,1571842,SWSOLAR.NS
2020-08-31,268.79998779296875,285.5,244.25,269.8999938964844,1292469,SWSOLAR.NS
2020-09-07,268.79998779296875,285.0,263.75,281.20001220703125,1757023,SWSOLAR.NS
2020-09-14,219.89999389648438,279.0,216.60000610351562,270.0,3977491,SWSOLAR.NS
2020-09-21,236.5,257.70001220703125,188.60000610351562,221.0,5602350,SWSOLAR.NS
2020-09-28,221.35000610351562,244.0,216.0,242.0,967014,SWSOLAR.NS
2020-10-05,219.0,234.8000030517578,214.14999389648438,224.4499969482422,1197190,SWSOLAR.NS
2020-10-12,206.4499969482422,221.6999969482422,202.0,221.0500030517578,659364,SWSOLAR.NS
2020-10-19,230.89999389648438,234.8000030517578,205.5,208.0,1235048,SWSOLAR.NS
2020-10-26,216.85000610351562,235.0,214.8000030517578,229.14999389648438,694077,SWSOLAR.NS
2020-11-02,218.64999389648438,220.0,211.25,216.85000610351562,347217,SWSOLAR.NS
2020-11-09,219.35000610351562,230.25,215.3000030517578,222.39999389648438,666596,SWSOLAR.NS
2020-11-16,220.14999389648438,223.6999969482422,213.39999389648438,217.64999389648438,756816,SWSOLAR.NS
2020-11-23,222.4499969482422,227.89999389648438,218.0500030517578,222.8000030517578,1279313,SWSOLAR.NS
2020-11-30,244.1999969482422,254.0,219.0,222.4499969482422,3104476,SWSOLAR.NS
2020-12-07,262.3999938964844,294.8500061035156,240.75,245.0,4302316,SWSOLAR.NS
2020-12-14,254.9499969482422,279.25,251.1999969482422,267.70001220703125,1416189,SWSOLAR.NS
2020-12-21,224.25,257.8500061035156,220.0,256.8999938964844,2728741,SWSOLAR.NS
2020-12-28,260.8500061035156,274.75,222.25,227.75,12238010,SWSOLAR.NS
2021-01-04,269.3500061035156,283.54998779296875,257.25,264.3999938964844,6116345,SWSOLAR.NS
2021-01-11,262.25,279.8999938964844,254.1999969482422,271.45001220703125,3333029,SWSOLAR.NS
2021-01-18,240.6999969482422,268.0,236.0500030517578,262.04998779296875,2353920,SWSOLAR.NS
2021-01-25,233.3000030517578,248.0,231.1999969482422,241.1999969482422,1685143,SWSOLAR.NS
2021-02-01,243.85000610351562,259.0,234.25,236.0,2025965,SWSOLAR.NS
2021-02-08,253.89999389648438,256.0,235.0,245.10000610351562,2462763,SWSOLAR.NS
2021-02-15,227.64999389648438,245.89999389648438,226.35000610351562,230.0,2748631,SWSOLAR.NS
2021-02-22,227.85000610351562,237.5,183.5,229.0,1248228,SWSOLAR.NS
2021-03-01,244.89999389648438,254.3000030517578,227.25,230.89999389648438,2871665,SWSOLAR.NS
2021-03-08,253.39999389648438,275.95001220703125,233.39999389648438,245.0,5251761,SWSOLAR.NS
2021-03-15,262.25,296.95001220703125,244.3000030517578,253.89999389648438,7409103,SWSOLAR.NS
2021-03-22,249.4499969482422,326.79998779296875,241.8000030517578,265.54998779296875,19831270,SWSOLAR.NS
2021-03-29,279.3500061035156,283.0,249.4499969482422,249.4499969482422,15728627,SWSOLAR.NS
2021-04-05,326.1000061035156,343.79998779296875,270.6000061035156,274.25,18255521,SWSOLAR.NS
2021-04-12,309.6499938964844,336.0,291.54998779296875,318.0,7927943,SWSOLAR.NS
2021-04-19,327.1000061035156,332.8999938964844,293.0,302.0,5417709,SWSOLAR.NS
2021-04-26,301.0,333.0,299.5,329.8999938964844,4788660,SWSOLAR.NS
2021-05-03,307.1499938964844,320.0,297.0,301.0,3142398,SWSOLAR.NS
2021-05-10,269.75,310.79998779296875,268.5,310.3999938964844,3382093,SWSOLAR.NS
2021-05-17,242.14999389648438,262.70001220703125,229.0,262.70001220703125,18977434,SWSOLAR.NS
2021-05-24,229.64999389648438,246.35000610351562,228.0500030517578,245.0,6507531,SWSOLAR.NS
2021-05-31,241.5500030517578,244.89999389648438,220.0500030517578,230.5,8550612,SWSOLAR.NS
2021-06-07,244.25,250.75,234.0,244.0,5371643,SWSOLAR.NS
2021-06-14,239.39999389648438,249.6999969482422,232.35000610351562,244.35000610351562,4202939,SWSOLAR.NS
2021-06-21,253.6999969482422,261.8999938964844,234.14999389648438,236.0,11382897,SWSOLAR.NS
2021-06-28,287.1499938964844,289.95001220703125,248.10000610351562,261.5,32191560,SWSOLAR.NS
2021-07-05,270.25,292.29998779296875,267.0,288.3999938964844,6886383,SWSOLAR.NS
2021-07-12,282.25,290.70001220703125,268.29998779296875,272.3999938964844,8227239,SWSOLAR.NS
2021-07-19,278.29998779296875,285.3500061035156,262.95001220703125,279.0,4531905,SWSOLAR.NS
2021-07-26,285.3999938964844,297.29998779296875,274.04998779296875,278.8999938964844,10473500,SWSOLAR.NS
2021-08-02,284.8999938964844,308.6000061035156,279.04998779296875,287.20001220703125,10325040,SWSOLAR.NS
2021-08-09,270.54998779296875,289.70001220703125,256.25,286.0,4443374,SWSOLAR.NS
2021-08-16,266.6499938964844,282.29998779296875,261.20001220703125,265.25,4988434,SWSOLAR.NS
2021-08-23,314.8999938964844,318.79998779296875,248.5,270.5,14249750,SWSOLAR.NS
2021-08-30,325.1499938964844,346.8999938964844,306.3500061035156,314.5,11947485,SWSOLAR.NS
2021-09-06,350.29998779296875,366.95001220703125,316.6000061035156,326.70001220703125,16571897,SWSOLAR.NS
2021-09-13,363.54998779296875,383.79998779296875,345.5,352.79998779296875,14158848,SWSOLAR.NS
2021-09-20,355.25,376.70001220703125,352.25,367.0,7646129,SWSOLAR.NS
2021-09-27,403.95001220703125,442.29998779296875,356.04998779296875,357.95001220703125,36343433,SWSOLAR.NS
2021-10-04,435.04998779296875,444.25,387.8999938964844,408.0,14772766,SWSOLAR.NS
2021-10-11,438.54998779296875,509.1000061035156,435.1000061035156,445.0,28122432,SWSOLAR.NS
2021-10-18,405.3500061035156,454.54998779296875,401.1000061035156,443.8500061035156,8031567,SWSOLAR.NS
2021-10-25,434.45001220703125,440.8999938964844,392.1000061035156,408.75,7556905,SWSOLAR.NS
2021-11-01,448.95001220703125,453.0,432.54998779296875,439.70001220703125,3784162,SWSOLAR.NS
2021-11-08,433.45001220703125,458.70001220703125,428.0,453.1499938964844,3366594,SWSOLAR.NS
2021-11-15,399.04998779296875,428.75,398.0,420.0,3511720,SWSOLAR.NS
2021-11-22,401.6499938964844,417.29998779296875,394.0,402.6499938964844,3973116,SWSOLAR.NS
2021-11-29,396.95001220703125,409.79998779296875,380.0,403.0,4951496,SWSOLAR.NS
2021-12-06,391.8500061035156,406.95001220703125,385.5,399.5,2900525,SWSOLAR.NS
2021-12-13,384.8999938964844,401.8999938964844,380.1499938964844,393.54998779296875,3948954,SWSOLAR.NS
2021-12-20,381.29998779296875,387.70001220703125,371.79998779296875,380.0,2221409,SWSOLAR.NS
2021-12-27,382.3999938964844,393.0,377.0,382.5,2427149,SWSOLAR.NS
2022-01-03,377.20001220703125,398.29998779296875,376.1499938964844,383.0,3992100,SWSOLAR.NS
2022-01-10,409.6499938964844,419.3999938964844,372.3500061035156,380.5,8091298,SWSOLAR.NS
2022-01-17,396.6499938964844,423.45001220703125,389.0,413.0,4827453,SWSOLAR.NS
2022-01-24,385.3500061035156,399.8999938964844,370.45001220703125,398.0,2233272,SWSOLAR.NS
2022-01-31,387.6000061035156,412.75,386.25,393.79998779296875,3084655,SWSOLAR.NS
2022-02-07,371.25,389.8500061035156,368.5,388.0,2632394,SWSOLAR.NS
2022-02-14,347.45001220703125,369.25,337.0,364.0,1920089,SWSOLAR.NS
2022-02-21,321.70001220703125,347.0,295.6000061035156,347.0,2543865,SWSOLAR.NS
2022-02-28,311.5,329.0,310.45001220703125,318.5,1065587,SWSOLAR.NS
2022-03-07,334.1499938964844,339.5,299.0,305.8500061035156,1539126,SWSOLAR.NS
2022-03-14,325.8999938964844,337.0,322.0,334.1499938964844,970877,SWSOLAR.NS
2022-03-21,306.20001220703125,328.54998779296875,304.20001220703125,328.0,2015345,SWSOLAR.NS
2022-03-28,332.25,334.8999938964844,295.0,308.95001220703125,4792860,SWSOLAR.NS
2022-04-04,367.3500061035156,377.5,333.25,334.70001220703125,7439551,SWSOLAR.NS
2022-04-11,361.8999938964844,371.3999938964844,345.0,369.0,2368748,SWSOLAR.NS
2022-04-18,378.95001220703125,385.8500061035156,355.25,361.8999938964844,5662049,SWSOLAR.NS
2022-04-25,381.54998779296875,400.45001220703125,362.0,373.0,5718068,SWSOLAR.NS
2022-05-02,353.5,387.54998779296875,350.1000061035156,376.5,1919185,SWSOLAR.NS
2022-05-09,324.54998779296875,355.25,313.79998779296875,353.0,1614318,SWSOLAR.NS
2022-05-16,325.54998779296875,339.0,312.0,329.0,1303451,SWSOLAR.NS
2022-05-23,321.3500061035156,330.6499938964844,305.75,326.0,1008033,SWSOLAR.NS
2022-05-30,327.54998779296875,339.04998779296875,324.1000061035156,325.6499938964844,984682,SWSOLAR.NS
2022-06-06,325.3500061035156,344.0,317.54998779296875,325.5,1160101,SWSOLAR.NS
2022-06-13,289.45001220703125,324.8500061035156,287.0,316.54998779296875,871578,SWSOLAR.NS
2022-06-20,292.54998779296875,295.5,278.04998779296875,286.0,573381,SWSOLAR.NS
2022-06-27,297.20001220703125,313.6499938964844,290.0,300.0,1033789,SWSOLAR.NS
2022-07-04,305.8500061035156,315.79998779296875,296.0,299.8999938964844,591804,SWSOLAR.NS
2022-07-11,282.29998779296875,313.3999938964844,280.6000061035156,303.8999938964844,1458847,SWSOLAR.NS
2022-07-18,288.5,294.0,283.3500061035156,286.0,660017,SWSOLAR.NS
2022-07-25,285.3999938964844,289.75,273.1499938964844,288.5,781756,SWSOLAR.NS
2022-08-01,293.20001220703125,305.5,286.29998779296875,287.0,1125690,SWSOLAR.NS
2022-08-08,279.6499938964844,303.0,276.1499938964844,292.6499938964844,2101115,SWSOLAR.NS
2022-08-15,285.3500061035156,295.79998779296875,275.0,279.6499938964844,2348557,SWSOLAR.NS
2022-08-22,292.25,303.5,280.1000061035156,285.5,2012361,SWSOLAR.NS
2022-08-29,302.8500061035156,313.3999938964844,284.04998779296875,285.0,1693265,SWSOLAR.NS
2022-09-05,301.25,312.29998779296875,296.1000061035156,298.0,1613769,SWSOLAR.NS
2022-09-12,290.0,305.54998779296875,288.5,302.79998779296875,1612917,SWSOLAR.NS
2022-09-19,337.1000061035156,362.04998779296875,286.6000061035156,290.0,10833089,SWSOLAR.NS
2022-09-26,309.70001220703125,336.8999938964844,306.0,336.8999938964844,2163183,SWSOLAR.NS
2022-10-03,309.20001220703125,317.3500061035156,303.0,307.5,837284,SWSOLAR.NS
2022-10-10,295.79998779296875,311.75,290.70001220703125,307.25,2201743,SWSOLAR.NS
2022-10-17,295.20001220703125,300.79998779296875,289.0,294.8999938964844,778416,SWSOLAR.NS
2022-10-24,290.0,304.8999938964844,288.75,297.8999938964844,443232,SWSOLAR.NS
2022-10-31,288.1000061035156,293.95001220703125,286.95001220703125,291.45001220703125,485200,SWSOLAR.NS
2022-11-07,294.1499938964844,299.0,278.0,288.20001220703125,699062,SWSOLAR.NS
2022-11-14,277.3500061035156,295.0,276.29998779296875,294.1499938964844,687810,SWSOLAR.NS
2022-11-21,280.70001220703125,284.6000061035156,273.5,278.0,627838,SWSOLAR.NS
2022-11-28,288.75,300.0,280.70001220703125,280.70001220703125,1184755,SWSOLAR.NS
2022-12-05,288.1499938964844,306.8999938964844,285.0,289.3500061035156,1399621,SWSOLAR.NS
2022-12-12,288.75,307.8500061035156,286.6000061035156,287.20001220703125,1988399,SWSOLAR.NS
2022-12-19,259.1499938964844,290.29998779296875,256.25,286.25,3045276,SWSOLAR.NS
2022-12-26,267.25,271.3500061035156,259.04998779296875,261.45001220703125,1077645,SWSOLAR.NS
2023-01-02,267.04998779296875,278.8999938964844,260.20001220703125,267.3500061035156,1405370,SWSOLAR.NS
2023-01-09,269.29998779296875,272.79998779296875,266.0,268.79998779296875,722592,SWSOLAR.NS
2023-01-16,272.6000061035156,277.8999938964844,262.0,269.29998779296875,1453490,SWSOLAR.NS
2023-01-23,271.0,277.45001220703125,265.70001220703125,273.95001220703125,889929,SWSOLAR.NS
2023-01-30,286.8999938964844,299.0,269.6000061035156,271.0,2622841,SWSOLAR.NS
2023-02-06,298.25,304.0,285.25,288.8500061035156,1750077,SWSOLAR.NS
2023-02-13,298.20001220703125,309.8999938964844,293.6000061035156,298.0,1807545,SWSOLAR.NS
2023-02-20,295.95001220703125,306.5,291.0,298.25,1143995,SWSOLAR.NS
2023-02-27,301.29998779296875,303.5,287.8500061035156,294.29998779296875,1240917,SWSOLAR.NS
2023-03-06,331.25,336.5,299.0,302.6000061035156,4544318,SWSOLAR.NS
2023-03-13,312.29998779296875,338.3999938964844,300.3500061035156,333.0,2156592,SWSOLAR.NS
2023-03-20,308.75,327.54998779296875,296.1499938964844,312.29998779296875,4734403,SWSOLAR.NS
2023-03-27,291.6000061035156,314.3999938964844,290.0,309.1000061035156,2365213,SWSOLAR.NS
2023-04-03,302.70001220703125,307.70001220703125,293.6499938964844,298.0,982782,SWSOLAR.NS
2023-04-10,298.6000061035156,306.70001220703125,295.1000061035156,304.70001220703125,908470,SWSOLAR.NS
2023-04-17,296.6000061035156,312.6499938964844,278.8500061035156,298.6000061035156,4723247,SWSOLAR.NS
2023-04-24,297.04998779296875,308.70001220703125,292.04998779296875,298.75,3468332,SWSOLAR.NS
2023-05-01,293.20001220703125,302.0,291.20001220703125,297.04998779296875,1325878,SWSOLAR.NS
2023-05-08,293.70001220703125,300.79998779296875,292.20001220703125,293.20001220703125,852573,SWSOLAR.NS
2023-05-15,286.8999938964844,297.1000061035156,284.25,295.0,998687,SWSOLAR.NS
2023-05-22,278.6499938964844,289.3999938964844,277.5,286.79998779296875,982595,SWSOLAR.NS
2023-05-29,288.6499938964844,296.0,277.04998779296875,281.3999938964844,1614251,SWSOLAR.NS
2023-06-05,314.79998779296875,324.70001220703125,287.3999938964844,289.95001220703125,6081977,SWSOLAR.NS
2023-06-12,311.25,330.0,309.45001220703125,315.75,3945628,SWSOLAR.NS
2023-06-19,289.1499938964844,317.6499938964844,286.79998779296875,311.25,6978549,SWSOLAR.NS
2023-06-26,289.25,298.6499938964844,284.25,290.0,3553555,SWSOLAR.NS
2023-07-03,286.95001220703125,294.79998779296875,285.5,291.6000061035156,2481027,SWSOLAR.NS
2023-07-10,288.3500061035156,297.70001220703125,285.8999938964844,288.20001220703125,4608840,SWSOLAR.NS
2023-07-17,365.04998779296875,372.95001220703125,292.04998779296875,292.04998779296875,34775213,SWSOLAR.NS
2023-07-24,387.54998779296875,394.0,354.0,365.04998779296875,6755413,SWSOLAR.NS
2023-07-31,393.54998779296875,406.0,378.54998779296875,391.0,5870727,SWSOLAR.NS
2023-08-07,370.1000061035156,408.5,367.70001220703125,395.79998779296875,4517851,SWSOLAR.NS
2023-08-14,372.20001220703125,379.8999938964844,345.0,379.79998779296875,4049535,SWSOLAR.NS
2023-08-21,376.8999938964844,395.0,362.0,368.95001220703125,1401987,SWSOLAR.NS
2023-08-28,378.0,392.0,370.20001220703125,387.0,1112997,SWSOLAR.NS
2023-09-04,369.95001220703125,382.0,363.0,380.0,924003,SWSOLAR.NS
2023-09-11,360.70001220703125,401.0,355.6499938964844,376.0,2392566,SWSOLAR.NS
2023-09-18,358.8500061035156,369.20001220703125,350.1499938964844,366.0,696964,SWSOLAR.NS
2023-09-25,360.45001220703125,365.70001220703125,337.5,358.8500061035156,813117,SWSOLAR.NS
2023-10-02,341.6000061035156,360.45001220703125,324.45001220703125,360.45001220703125,896930,SWSOLAR.NS
2023-10-09,310.54998779296875,336.0,298.1499938964844,335.0,4023505,SWSOLAR.NS
2023-10-16,276.04998779296875,313.0,253.0,310.0,5654430,SWSOLAR.NS
2023-10-23,276.1499938964844,289.8500061035156,255.39999389648438,289.8500061035156,2397119,SWSOLAR.NS
2023-10-30,275.25,280.0,258.8999938964844,276.1499938964844,3201712,SWSOLAR.NS
2023-11-06,278.6000061035156,301.8999938964844,272.5,276.0,3702518,SWSOLAR.NS
2023-11-13,301.6499938964844,308.0,280.3999938964844,286.04998779296875,2107305,SWSOLAR.NS
2023-11-20,340.1499938964844,347.0,298.3999938964844,305.0,6105450,SWSOLAR.NS
2023-11-27,350.6000061035156,350.6000061035156,325.5,340.1499938964844,4240607,SWSOLAR.NS
2023-12-04,403.04998779296875,414.0,358.20001220703125,368.1000061035156,12005499,SWSOLAR.NS
2023-12-11,411.8500061035156,445.29998779296875,404.0,404.0,17274165,SWSOLAR.NS
2023-12-18,440.1499938964844,454.0,408.3500061035156,432.0,9995166,SWSOLAR.NS
2023-12-25,432.3500061035156,444.1499938964844,423.6000061035156,440.1499938964844,5268715,SWSOLAR.NS
2024-01-01,448.1000061035156,461.0,434.0,439.0,8918890,SWSOLAR.NS
2024-01-08,461.5,478.0,435.6000061035156,449.75,11150667,SWSOLAR.NS
2024-01-15,480.1499938964844,480.1499938964844,433.8500061035156,465.0,9219649,SWSOLAR.NS
2024-01-22,577.5999755859375,577.5999755859375,480.1499938964844,480.1499938964844,14055049,SWSOLAR.NS
2024-01-29,569.25,627.7000122070312,555.5,597.7000122070312,11186214,SWSOLAR.NS
2024-02-05,614.8499755859375,647.0,567.0999755859375,585.0,8669263,SWSOLAR.NS
2024-02-12,586.25,626.4500122070312,540.0,622.0499877929688,7092608,SWSOLAR.NS
2024-02-19,598.6500244140625,615.5499877929688,557.0,597.7000122070312,6069591,SWSOLAR.NS
2024-02-26,597.7999877929688,614.0,561.7000122070312,605.0999755859375,5417078,SWSOLAR.NS
2024-03-04,584.2999877929688,603.0,569.1500244140625,603.0,2230191,SWSOLAR.NS
2024-03-11,488.95001220703125,590.7999877929688,475.0,590.0,15634597,SWSOLAR.NS
2024-03-18,516.4000244140625,516.4000244140625,460.0,486.8500061035156,4017553,SWSOLAR.NS
2024-03-25,523.25,542.2000122070312,515.0499877929688,516.4000244140625,3440487,SWSOLAR.NS
2024-04-01,523.0,553.4500122070312,520.0,528.0,4202278,SWSOLAR.NS
2024-04-08,501.8999938964844,529.5999755859375,498.6499938964844,523.9500122070312,3107125,SWSOLAR.NS
2024-04-15,561.5,575.0,479.8500061035156,489.95001220703125,11108766,SWSOLAR.NS
2024-04-22,682.5499877929688,696.2000122070312,537.0999755859375,580.0,35685587,SWSOLAR.NS
2024-04-29,680.8499755859375,691.7999877929688,646.0,689.0499877929688,4785255,SWSOLAR.NS
2024-05-06,708.5,757.4500122070312,670.6500244140625,691.0,15236766,SWSOLAR.NS
2024-05-13,820.6500244140625,823.0,673.0999755859375,703.0499877929688,12877194,SWSOLAR.NS
2024-05-20,757.4000244140625,828.0,747.0499877929688,804.0999755859375,5814858,SWSOLAR.NS
2024-05-27,701.8499755859375,787.9000244140625,692.0,762.8499755859375,5958856,SWSOLAR.NS
2024-06-03,721.75,736.9000244140625,660.0,736.9000244140625,10278867,SWSOLAR.NS
2024-06-10,751.5999755859375,810.7999877929688,732.2999877929688,733.0,6509633,SWSOLAR.NS
2024-06-17,747.7999877929688,774.5,730.5,751.5999755859375,3246560,SWSOLAR.NS
2024-06-24,713.4000244140625,758.25,702.9000244140625,740.0,3122625,SWSOLAR.NS
2024-07-01,690.5499877929688,734.0,686.9000244140625,722.0,5998235,SWSOLAR.NS
2024-07-08,690.8499755859375,715.9000244140625,659.0,692.0499877929688,5739834,SWSOLAR.NS
2024-07-15,642.7999877929688,717.7999877929688,642.7999877929688,698.0,7655864,SWSOLAR.NS
2024-07-22,686.3499755859375,689.1500244140625,624.4000244140625,630.2000122070312,6871687,SWSOLAR.NS
2024-07-29,658.5999755859375,704.0,656.0,694.0,4665081,SWSOLAR.NS
2024-08-05,673.0,688.0,607.8499755859375,641.0,4229475,SWSOLAR.NS
2024-08-12,663.1500244140625,689.5999755859375,649.4000244140625,686.0,2554465,SWSOLAR.NS
2024-08-19,670.9500122070312,711.0,668.0999755859375,670.5,3974650,SWSOLAR.NS
2024-08-26,673.2000122070312,688.7999877929688,657.5,676.5499877929688,2927653,SWSOLAR.NS
2024-09-02,705.3499755859375,745.0,668.3499755859375,677.0,5717695,SWSOLAR.NS
2024-09-09,741.8499755859375,758.4500122070312,684.0499877929688,705.0,7521253,SWSOLAR.NS
2024-09-16,720.5999755859375,746.9500122070312,675.5499877929688,744.0,5874540,SWSOLAR.NS
2024-09-23,648.75,721.4500122070312,623.0,710.0,33940509,SWSOLAR.NS
2024-09-30,546.5999755859375,652.75,541.0499877929688,649.9000244140625,19005909,SWSOLAR.NS
2024-10-07,566.4000244140625,596.0,504.04998779296875,552.25,11676711,SWSOLAR.NS
2024-10-14,631.7000122070312,641.7000122070312,546.1500244140625,569.0,19530034,SWSOLAR.NS
2024-10-21,558.75,638.0,542.4000244140625,632.0,8250912,SWSOLAR.NS
2024-10-28,599.2000122070312,603.3499755859375,545.4000244140625,565.0,4739604,SWSOLAR.NS
2024-11-04,552.1500244140625,603.0999755859375,547.0499877929688,599.2000122070312,3683825,SWSOLAR.NS
2024-11-11,490.6499938964844,556.4500122070312,468.3500061035156,552.0,8209720,SWSOLAR.NS
2024-11-18,479.95001220703125,500.8999938964844,459.04998779296875,491.0,4441859,SWSOLAR.NS
2024-11-25,486.45001220703125,512.5499877929688,475.79998779296875,486.95001220703125,5220192,SWSOLAR.NS
2024-12-02,514.0,520.0,480.6000061035156,486.45001220703125,6260783,SWSOLAR.NS
2024-12-09,484.95001220703125,525.9500122070312,471.54998779296875,514.0,6763314,SWSOLAR.NS
2024-12-16,443.20001220703125,498.70001220703125,441.04998779296875,490.0,6397967,SWSOLAR.NS
2024-12-23,453.04998779296875,479.5,449.3999938964844,472.95001220703125,7838717,SWSOLAR.NS
