Date,Close,High,Low,Open,Volume,symbol
2021-12-20,1141.0999755859375,1165.0,1077.050048828125,1122.050048828125,313188,ROLEXRINGS.NS
2021-12-27,1162.1500244140625,1193.550048828125,1116.050048828125,1136.4000244140625,168855,ROLEXRINGS.NS
2022-01-03,1282.699951171875,1298.0,1155.0999755859375,1169.800048828125,506699,ROLEXRINGS.NS
2022-01-10,1343.199951171875,1394.0,1276.0,1345.0,657919,ROLEXRINGS.NS
2022-01-17,1315.1500244140625,1352.0,1240.300048828125,1352.0,293610,ROLEXRINGS.NS
2022-01-24,1218.449951171875,1314.949951171875,1179.050048828125,1305.0,204898,ROLEXRINGS.NS
2022-01-31,1307.1500244140625,1330.949951171875,1142.0,1238.0,312010,ROLEXRINGS.NS
2022-02-07,1259.4000244140625,1324.5,1236.550048828125,1260.0999755859375,254393,ROLEXRINGS.NS
2022-02-14,1220.1500244140625,1294.0,1190.0,1190.0,194801,ROLEXRINGS.NS
2022-02-21,1208.050048828125,1267.300048828125,1151.0,1239.0,151791,ROLEXRINGS.NS
2022-02-28,1186.949951171875,1234.0,1176.0,1208.0,182602,ROLEXRINGS.NS
2022-03-07,1217.3499755859375,1278.0,1102.4000244140625,1185.0,135725,ROLEXRINGS.NS
2022-03-14,1251.3499755859375,1290.4000244140625,1168.0,1218.5999755859375,107552,ROLEXRINGS.NS
2022-03-21,1170.0999755859375,1256.4000244140625,1144.0999755859375,1251.5,153434,ROLEXRINGS.NS
2022-03-28,1292.449951171875,1299.0,1140.0,1160.0,237310,ROLEXRINGS.NS
2022-04-04,1260.699951171875,1314.949951171875,1237.9000244140625,1295.0,78753,ROLEXRINGS.NS
2022-04-11,1311.699951171875,1345.0,1251.300048828125,1268.9000244140625,121658,ROLEXRINGS.NS
2022-04-18,1260.0,1319.9000244140625,1203.550048828125,1319.9000244140625,73151,ROLEXRINGS.NS
2022-04-25,1225.1500244140625,1269.050048828125,1215.0,1260.0999755859375,60178,ROLEXRINGS.NS
2022-05-02,1211.550048828125,1242.0,1182.699951171875,1211.5,46893,ROLEXRINGS.NS
2022-05-09,1159.6500244140625,1200.050048828125,1114.3499755859375,1200.0,60721,ROLEXRINGS.NS
2022-05-16,1264.5,1268.0,1106.800048828125,1160.300048828125,55194,ROLEXRINGS.NS
2022-05-23,1284.300048828125,1340.0,1219.550048828125,1267.300048828125,362251,ROLEXRINGS.NS
2022-05-30,1462.300048828125,1550.0,1273.449951171875,1289.4000244140625,829792,ROLEXRINGS.NS
2022-06-06,1539.5,1624.5999755859375,1450.0,1475.0,516011,ROLEXRINGS.NS
2022-06-13,1394.300048828125,1505.0,1361.1500244140625,1495.0,267824,ROLEXRINGS.NS
2022-06-20,1639.699951171875,1649.5,1350.0,1370.0,380608,ROLEXRINGS.NS
2022-06-27,1626.1500244140625,1690.0,1552.25,1690.0,437086,ROLEXRINGS.NS
2022-07-04,1762.4000244140625,1849.6500244140625,1640.0,1644.9000244140625,752587,ROLEXRINGS.NS
2022-07-11,1721.550048828125,1879.0,1638.8499755859375,1755.0,352327,ROLEXRINGS.NS
2022-07-18,1782.300048828125,1831.949951171875,1720.0999755859375,1744.9000244140625,196817,ROLEXRINGS.NS
2022-07-25,1891.5,1905.0,1765.0,1820.0,406818,ROLEXRINGS.NS
2022-08-01,1761.0999755859375,1969.9000244140625,1734.699951171875,1910.0,455314,ROLEXRINGS.NS
2022-08-08,1761.6500244140625,1824.4000244140625,1736.050048828125,1772.0,446479,ROLEXRINGS.NS
2022-08-15,1828.550048828125,1868.5,1761.6500244140625,1761.6500244140625,157562,ROLEXRINGS.NS
2022-08-22,1789.449951171875,1828.0,1695.0,1828.0,4220764,ROLEXRINGS.NS
2022-08-29,1874.949951171875,1888.0,1761.0,1774.0,553048,ROLEXRINGS.NS
2022-09-05,1969.1500244140625,2046.0,1831.300048828125,1874.9000244140625,697369,ROLEXRINGS.NS
2022-09-12,1963.699951171875,2186.0,1921.9000244140625,1979.800048828125,766520,ROLEXRINGS.NS
2022-09-19,2033.5999755859375,2117.0,1955.550048828125,1978.949951171875,486174,ROLEXRINGS.NS
2022-09-26,2079.300048828125,2099.0,1925.0999755859375,2026.25,214809,ROLEXRINGS.NS
2022-10-03,2142.64990234375,2190.0,1985.5999755859375,2046.0,356801,ROLEXRINGS.NS
2022-10-10,1993.949951171875,2198.800048828125,1979.9000244140625,2118.25,363239,ROLEXRINGS.NS
2022-10-17,2011.0,2100.0,1971.3499755859375,1993.0,123804,ROLEXRINGS.NS
2022-10-24,2046.5,2150.449951171875,1981.0,2031.300048828125,166737,ROLEXRINGS.NS
2022-10-31,1971.449951171875,2061.699951171875,1966.0,2052.0,255073,ROLEXRINGS.NS
2022-11-07,1941.9000244140625,2054.0,1930.0,1972.25,238510,ROLEXRINGS.NS
2022-11-14,1933.550048828125,1968.75,1796.5,1928.0,357632,ROLEXRINGS.NS
2022-11-21,1948.4000244140625,1995.0,1885.550048828125,1933.0,504606,ROLEXRINGS.NS
2022-11-28,1894.4000244140625,1945.0,1850.0,1939.949951171875,431400,ROLEXRINGS.NS
2022-12-05,1869.050048828125,1913.4000244140625,1847.8499755859375,1903.9000244140625,152831,ROLEXRINGS.NS
2022-12-12,1832.800048828125,1882.9000244140625,1821.050048828125,1860.0,100876,ROLEXRINGS.NS
2022-12-19,1737.449951171875,1928.25,1697.25,1832.800048828125,224905,ROLEXRINGS.NS
2022-12-26,1804.300048828125,1854.699951171875,1726.0,1744.949951171875,111305,ROLEXRINGS.NS
2023-01-02,1776.699951171875,1841.0,1750.0999755859375,1804.0,98317,ROLEXRINGS.NS
2023-01-09,1821.75,1834.75,1775.9000244140625,1785.5999755859375,58001,ROLEXRINGS.NS
2023-01-16,1801.050048828125,1890.0,1778.5,1815.699951171875,115682,ROLEXRINGS.NS
2023-01-23,1715.3499755859375,1801.050048828125,1701.050048828125,1801.050048828125,60326,ROLEXRINGS.NS
2023-01-30,1783.1500244140625,1800.0,1622.6500244140625,1721.949951171875,151824,ROLEXRINGS.NS
2023-02-06,1831.300048828125,1895.25,1721.0,1756.050048828125,294840,ROLEXRINGS.NS
2023-02-13,1975.050048828125,2017.199951171875,1840.0,1845.0,221013,ROLEXRINGS.NS
2023-02-20,1883.199951171875,2018.0,1865.050048828125,1975.0,179396,ROLEXRINGS.NS
2023-02-27,1888.550048828125,1910.949951171875,1806.300048828125,1892.6500244140625,349745,ROLEXRINGS.NS
2023-03-06,1975.0999755859375,2054.39990234375,1900.25,1900.25,167568,ROLEXRINGS.NS
2023-03-13,2023.4000244140625,2114.949951171875,1980.0,1988.6500244140625,273124,ROLEXRINGS.NS
2023-03-20,1950.1500244140625,2039.949951171875,1920.050048828125,2012.75,96727,ROLEXRINGS.NS
2023-03-27,2002.199951171875,2029.949951171875,1872.5,1950.1500244140625,137737,ROLEXRINGS.NS
2023-04-03,1980.5,2064.0,1965.0,2042.300048828125,74508,ROLEXRINGS.NS
2023-04-10,1937.8499755859375,1993.949951171875,1913.550048828125,1993.949951171875,90744,ROLEXRINGS.NS
2023-04-17,1898.75,2011.0,1890.25,1945.0,154693,ROLEXRINGS.NS
2023-04-24,1839.949951171875,1922.75,1829.949951171875,1915.0,192599,ROLEXRINGS.NS
2023-05-01,1869.5,1905.550048828125,1830.300048828125,1839.949951171875,68345,ROLEXRINGS.NS
2023-05-08,1928.1500244140625,1940.0,1836.0,1869.5,130864,ROLEXRINGS.NS
2023-05-15,1918.550048828125,1965.0,1876.0,1922.0999755859375,91284,ROLEXRINGS.NS
2023-05-22,1920.25,1974.0,1878.5999755859375,1918.550048828125,141825,ROLEXRINGS.NS
2023-05-29,1958.199951171875,1980.0,1855.0,1920.25,189391,ROLEXRINGS.NS
2023-06-05,1946.1500244140625,2015.0,1932.449951171875,1960.0,121584,ROLEXRINGS.NS
2023-06-12,2060.449951171875,2088.0,1926.0,1965.050048828125,303276,ROLEXRINGS.NS
2023-06-19,2175.949951171875,2268.0,2026.1500244140625,2074.300048828125,568222,ROLEXRINGS.NS
2023-06-26,2225.10009765625,2233.0,2055.550048828125,2131.0,431973,ROLEXRINGS.NS
2023-07-03,2205.699951171875,2255.10009765625,2121.10009765625,2240.0,161814,ROLEXRINGS.NS
2023-07-10,2136.85009765625,2297.199951171875,2115.550048828125,2205.699951171875,269533,ROLEXRINGS.NS
2023-07-17,2233.35009765625,2319.14990234375,2131.949951171875,2148.10009765625,238164,ROLEXRINGS.NS
2023-07-24,2198.85009765625,2281.75,2155.0,2240.0,114992,ROLEXRINGS.NS
2023-07-31,2146.050048828125,2240.0,2130.0,2198.85009765625,88636,ROLEXRINGS.NS
2023-08-07,2126.10009765625,2204.949951171875,2069.5,2141.0,136118,ROLEXRINGS.NS
2023-08-14,2190.64990234375,2230.0,2028.050048828125,2130.0,164707,ROLEXRINGS.NS
2023-08-21,2151.25,2240.89990234375,2096.39990234375,2235.0,84571,ROLEXRINGS.NS
2023-08-28,2199.050048828125,2205.0,2111.64990234375,2162.60009765625,86922,ROLEXRINGS.NS
2023-09-04,2256.85009765625,2300.0,2191.0,2200.0,146457,ROLEXRINGS.NS
2023-09-11,2318.25,2409.949951171875,2224.949951171875,2290.0,271670,ROLEXRINGS.NS
2023-09-18,2218.199951171875,2321.0,2181.25,2310.0,129766,ROLEXRINGS.NS
2023-09-25,2201.89990234375,2288.050048828125,2180.75,2229.89990234375,116986,ROLEXRINGS.NS
2023-10-02,2226.60009765625,2251.5,2168.800048828125,2201.89990234375,79253,ROLEXRINGS.NS
2023-10-09,2249.85009765625,2288.89990234375,2150.0,2150.0,87980,ROLEXRINGS.NS
2023-10-16,2298.300048828125,2309.949951171875,2220.300048828125,2249.85009765625,84613,ROLEXRINGS.NS
2023-10-23,2204.199951171875,2300.800048828125,2121.800048828125,2298.0,120517,ROLEXRINGS.NS
2023-10-30,2213.35009765625,2248.300048828125,2156.0,2172.0,44366,ROLEXRINGS.NS
2023-11-06,2289.449951171875,2345.0,2150.050048828125,2217.39990234375,110681,ROLEXRINGS.NS
2023-11-13,2289.699951171875,2339.0,2214.050048828125,2297.0,61286,ROLEXRINGS.NS
2023-11-20,2301.25,2390.0,2281.449951171875,2299.0,69686,ROLEXRINGS.NS
2023-11-27,2451.449951171875,2494.699951171875,2247.14990234375,2301.25,109334,ROLEXRINGS.NS
2023-12-04,2384.300048828125,2550.0,2338.0,2550.0,158621,ROLEXRINGS.NS
2023-12-11,2349.35009765625,2444.0,2295.10009765625,2384.300048828125,86945,ROLEXRINGS.NS
2023-12-18,2376.699951171875,2429.0,2283.0,2349.0,130567,ROLEXRINGS.NS
2023-12-25,2520.199951171875,2544.949951171875,2351.35009765625,2376.699951171875,133240,ROLEXRINGS.NS
2024-01-01,2503.85009765625,2620.0,2451.89990234375,2519.0,220178,ROLEXRINGS.NS
2024-01-08,2485.449951171875,2535.449951171875,2428.699951171875,2503.85009765625,209216,ROLEXRINGS.NS
2024-01-15,2345.35009765625,2485.449951171875,2323.550048828125,2485.449951171875,52130,ROLEXRINGS.NS
2024-01-22,2383.449951171875,2412.949951171875,2335.0,2345.35009765625,49218,ROLEXRINGS.NS
2024-01-29,2283.199951171875,2419.10009765625,2164.0,2404.5,206717,ROLEXRINGS.NS
2024-02-05,2123.550048828125,2247.800048828125,1975.050048828125,2211.0,725745,ROLEXRINGS.NS
2024-02-12,2180.300048828125,2193.0,2060.0,2101.0,155611,ROLEXRINGS.NS
2024-02-19,2156.949951171875,2280.0,2100.10009765625,2180.14990234375,95870,ROLEXRINGS.NS
2024-02-26,2059.699951171875,2180.0,2035.0,2165.0,83384,ROLEXRINGS.NS
2024-03-04,1980.8499755859375,2085.0,1952.0,2055.0,67585,ROLEXRINGS.NS
2024-03-11,1869.300048828125,1998.6500244140625,1804.0,1988.75,167697,ROLEXRINGS.NS
2024-03-18,1847.050048828125,1907.9000244140625,1825.0,1880.5,155444,ROLEXRINGS.NS
2024-03-25,1748.5,1863.449951171875,1720.0,1847.050048828125,261010,ROLEXRINGS.NS
2024-04-01,1877.300048828125,1910.0,1748.5,1748.5,295311,ROLEXRINGS.NS
2024-04-08,1895.8499755859375,1956.300048828125,1876.199951171875,1902.4000244140625,89260,ROLEXRINGS.NS
2024-04-15,1874.8499755859375,1946.9000244140625,1810.0999755859375,1850.0999755859375,116751,ROLEXRINGS.NS
2024-04-22,1872.0,1903.25,1837.5,1878.449951171875,133564,ROLEXRINGS.NS
2024-04-29,1893.25,1919.0,1834.6500244140625,1880.0,91157,ROLEXRINGS.NS
2024-05-06,1968.9000244140625,1986.0,1868.300048828125,1927.0,188055,ROLEXRINGS.NS
2024-05-13,2253.550048828125,2334.0,1927.25,1945.0,199513,ROLEXRINGS.NS
2024-05-20,2417.39990234375,2677.39990234375,2184.050048828125,2303.5,502922,ROLEXRINGS.NS
2024-05-27,2347.89990234375,2500.0,2311.0,2400.0,73181,ROLEXRINGS.NS
2024-06-03,2389.10009765625,2432.25,2146.60009765625,2352.0,74456,ROLEXRINGS.NS
2024-06-10,2498.85009765625,2540.0,2370.050048828125,2415.0,103048,ROLEXRINGS.NS
2024-06-17,2510.35009765625,2602.800048828125,2431.25,2498.85009765625,86422,ROLEXRINGS.NS
2024-06-24,2497.699951171875,2671.050048828125,2465.050048828125,2500.0,157291,ROLEXRINGS.NS
2024-07-01,2516.949951171875,2600.0,2484.050048828125,2500.0,60450,ROLEXRINGS.NS
2024-07-08,2422.14990234375,2767.10009765625,2383.64990234375,2527.0,355928,ROLEXRINGS.NS
2024-07-15,2259.550048828125,2423.550048828125,2250.0,2420.0,46770,ROLEXRINGS.NS
2024-07-22,2404.699951171875,2442.0,2253.0,2259.35009765625,144730,ROLEXRINGS.NS
2024-07-29,2495.60009765625,2534.89990234375,2400.0,2410.0,81194,ROLEXRINGS.NS
2024-08-05,2339.5,2451.300048828125,2268.699951171875,2425.0,68200,ROLEXRINGS.NS
2024-08-12,2225.89990234375,2390.0,2219.800048828125,2250.0,60162,ROLEXRINGS.NS
2024-08-19,2406.10009765625,2499.0,2212.050048828125,2246.199951171875,161135,ROLEXRINGS.NS
2024-08-26,2464.35009765625,2581.10009765625,2399.64990234375,2406.0,229778,ROLEXRINGS.NS
2024-09-02,2503.89990234375,2594.0,2425.39990234375,2439.75,142337,ROLEXRINGS.NS
2024-09-09,2495.800048828125,2612.449951171875,2435.0,2503.89990234375,123570,ROLEXRINGS.NS
2024-09-16,2448.199951171875,2571.0,2430.050048828125,2518.89990234375,92809,ROLEXRINGS.NS
2024-09-23,2650.35009765625,2794.0,2375.050048828125,2461.199951171875,107738,ROLEXRINGS.NS
2024-09-30,2397.89990234375,2661.89990234375,2390.0,2655.050048828125,77415,ROLEXRINGS.NS
2024-10-07,2342.550048828125,2457.0,2283.199951171875,2399.5,90396,ROLEXRINGS.NS
2024-10-14,2296.949951171875,2389.949951171875,2288.0,2352.60009765625,31998,ROLEXRINGS.NS
2024-10-21,2075.35009765625,2304.64990234375,2053.050048828125,2296.949951171875,59035,ROLEXRINGS.NS
2024-10-28,2173.39990234375,2189.64990234375,2037.5999755859375,2097.949951171875,31351,ROLEXRINGS.NS
2024-11-04,2061.0,2319.949951171875,1982.3499755859375,2173.39990234375,112491,ROLEXRINGS.NS
2024-11-11,2023.449951171875,2081.949951171875,1910.25,2060.0,46839,ROLEXRINGS.NS
2024-11-18,1993.75,2115.0,1980.0,2001.0,34011,ROLEXRINGS.NS
2024-11-25,2025.550048828125,2070.0,1991.0,2008.9000244140625,44396,ROLEXRINGS.NS
2024-12-02,2017.6500244140625,2140.050048828125,2002.0,2027.0,117440,ROLEXRINGS.NS
2024-12-09,2135.199951171875,2175.0,1975.0999755859375,2033.949951171875,148466,ROLEXRINGS.NS
2024-12-16,1939.9000244140625,2183.89990234375,1921.5,2150.0,57514,ROLEXRINGS.NS
2024-12-23,1883.5999755859375,1954.800048828125,1876.050048828125,1947.949951171875,55251,ROLEXRINGS.NS
